order_id,customer_id,order_date,status
211,819,2025-10-04,delivered
212,1848,2025-01-31,shipped
213,1448,2026-03-26,returned
214,1646,2026-03-31,delivered
215,759,2025-01-08,cancelled
216,1919,2024-08-28,delivered
217,732,2024-03-19,returned
218,276,2024-11-25,processing
219,1439,2024-09-09,processing
220,1186,2024-05-11,delivered
221,1879,2026-03-14,returned
222,1451,2025-05-02,delivered
223,215,2026-04-06,processing
224,467,2026-01-07,delivered
225,1438,2025-10-22,returned
226,1682,2024-08-17,delivered
227,1177,2026-05-06,delivered
228,1268,2025-03-24,delivered
229,894,2024-03-07,returned
230,351,2024-01-23,delivered
231,1145,2025-10-27,delivered
232,712,2025-05-03,processing
233,303,2024-03-06,shipped
234,134,2026-01-06,delivered
235,517,2026-08-28,cancelled
236,57,2025-12-31,delivered
237,883,2025-12-22,processing
238,274,2025-02-09,delivered
239,926,2024-11-13,delivered
240,1382,2024-11-07,delivered
241,1168,2026-03-28,cancelled
242,1938,2025-02-20,delivered
243,1106,2025-11-28,delivered
244,1767,2024-01-07,returned
245,109,2025-12-30,processing
246,1204,2024-05-02,processing
247,146,2025-09-20,delivered
248,848,2026-01-17,delivered
249,399,2024-09-11,returned
250,1585,2026-02-16,returned
251,1712,2024-07-04,delivered
252,1903,2025-05-21,shipped
253,680,2024-04-01,delivered
254,827,2025-08-10,shipped
255,1404,2025-01-31,processing
256,781,2025-12-14,delivered
257,1736,2024-12-17,delivered
258,638,2024-12-29,delivered
259,882,2026-06-19,delivered
260,186,2024-07-07,delivered
261,411,2024-08-20,delivered
262,1326,2025-10-10,delivered
263,926,2026-02-08,delivered
264,528,2024-01-21,cancelled
265,125,2025-07-24,delivered
266,765,2024-04-07,delivered
267,1974,2025-06-25,delivered
268,670,2025-01-28,delivered
269,1639,2026-07-15,delivered
270,768,2026-05-29,delivered
271,354,2024-07-12,shipped
272,1021,2024-07-05,delivered
273,1999,2024-12-19,delivered
274,1400,2026-07-23,delivered
275,767,2025-08-10,delivered
276,903,2025-12-24,processing
277,1582,2024-06-30,delivered
278,1668,2026-04-18,delivered
279,1275,2024-02-09,cancelled
280,1820,2026-03-23,cancelled
281,1654,2026-08-14,delivered
282,597,2024-04-20,delivered
283,370,2025-08-27,delivered
284,1844,2024-04-12,delivered
285,1236,2024-06-07,returned
286,1885,2024-12-11,cancelled
287,1902,2025-11-05,delivered
288,797,2026-03-13,delivered
289,239,2025-11-15,delivered
290,693,2024-09-09,delivered
291,491,2026-04-17,delivered
292,1627,2025-02-17,delivered
293,121,2026-07-27,returned
294,984,2026-04-10,processing
295,1351,2025-12-25,processing
296,1211,2024-04-11,processing
297,187,2025-11-10,shipped
298,1868,2025-06-23,delivered
299,1439,2025-06-28,delivered
300,1551,2025-07-13,shipped
301,579,2024-11-24,delivered
302,1564,2024-07-21,delivered
303,1283,2025-03-12,delivered
304,773,2024-03-25,delivered
305,1007,2024-04-16,delivered
306,992,2025-09-16,delivered
307,1020,2026-03-16,processing
308,1579,2025-12-01,shipped
309,1081,2026-05-01,delivered
310,1940,2024-04-01,delivered
311,1204,2026-02-04,cancelled
312,1112,2024-06-26,shipped
313,1514,2024-02-19,delivered
314,97,2024-11-06,delivered
315,721,2025-07-04,delivered
316,1691,2025-12-01,cancelled
317,1513,2025-06-04,delivered
318,366,2025-06-04,delivered
319,1432,2024-02-15,cancelled
320,203,2025-04-13,cancelled
321,1828,2024-08-14,shipped
322,150,2026-01-01,delivered
323,424,2025-08-07,shipped
324,32,2024-02-16,cancelled
325,422,2026-07-10,shipped
326,1893,2024-10-24,delivered
327,493,2025-11-06,processing
328,1703,2024-12-04,returned
329,799,2026-04-26,delivered
330,1880,2026-05-07,delivered
331,320,2024-05-25,delivered
332,1274,2025-11-15,delivered
333,1889,2025-03-08,shipped
334,1455,2026-06-03,cancelled
335,635,2024-07-28,cancelled
336,1339,2026-01-24,cancelled
337,839,2025-12-07,delivered
338,1687,2025-02-27,delivered
339,1726,2026-07-11,delivered
340,1596,2025-05-14,delivered
341,22,2025-10-03,shipped
342,86,2025-12-13,processing
343,264,2025-11-09,shipped
344,145,2025-10-14,delivered
345,326,2026-07-12,processing
346,137,2024-07-06,delivered
347,343,2026-08-24,shipped
348,1957,2025-11-28,shipped
349,1424,2025-02-11,delivered
350,587,2024-10-18,processing
351,536,2024-04-21,processing
352,809,2026-04-22,cancelled
353,414,2026-08-31,delivered
354,1734,2025-05-24,delivered
355,1062,2024-02-06,delivered
356,224,2024-04-24,delivered
357,1707,2025-02-01,delivered
358,1562,2025-12-11,processing
359,496,2025-03-22,shipped
360,898,2026-01-26,delivered
361,1223,2026-02-26,delivered
362,1913,2025-05-30,processing
363,388,2026-02-25,delivered
364,652,2024-02-14,delivered
365,1943,2024-06-05,delivered
366,1947,2024-09-13,cancelled
367,718,2025-04-18,delivered
368,1320,2024-02-27,delivered
369,314,2026-08-27,delivered
370,131,2024-08-18,delivered
371,399,2024-12-09,shipped
372,899,2024-01-26,cancelled
373,143,2026-05-13,delivered
374,1083,2024-10-21,delivered
375,294,2025-07-14,returned
376,117,2024-04-24,shipped
377,840,2025-06-14,delivered
378,1267,2026-01-07,delivered
379,1911,2024-11-25,delivered
380,294,2026-07-12,delivered
381,479,2024-01-07,delivered
382,1153,2024-02-29,processing
383,1575,2025-08-03,delivered
384,460,2026-02-19,shipped
385,1155,2025-07-12,delivered
386,1329,2026-04-23,cancelled
387,1920,2025-08-08,shipped
388,579,2025-12-03,shipped
389,921,2026-07-21,shipped
390,1399,2025-05-17,shipped
391,707,2025-10-13,delivered
392,1883,2026-07-09,delivered
393,1099,2026-06-19,delivered
394,296,2024-10-20,shipped
395,358,2025-02-01,returned
396,1807,2024-06-13,delivered
397,43,2025-03-18,processing
398,295,2024-02-13,delivered
399,1456,2026-06-19,delivered
400,465,2025-02-15,delivered
401,1284,2024-12-27,delivered
402,832,2025-03-07,cancelled
403,944,2026-01-21,delivered
404,1951,2025-02-01,delivered
405,692,2024-11-29,shipped
406,273,2026-01-10,delivered
407,504,2024-08-10,shipped
408,1165,2024-07-18,cancelled
409,1494,2025-11-06,processing
410,745,2026-07-10,delivered
411,1767,2026-02-21,processing
412,768,2025-10-21,delivered
413,805,2024-05-24,delivered
414,1112,2025-10-29,delivered
415,1853,2026-05-02,returned
416,1782,2025-09-30,delivered
417,409,2024-08-10,delivered
418,1823,2024-06-09,shipped
419,1920,2025-06-13,delivered
420,1932,2025-03-29,delivered
421,423,2025-01-30,delivered
422,353,2024-10-06,returned
423,1394,2025-07-30,processing
424,1314,2025-02-15,delivered
425,1641,2024-07-21,delivered
426,649,2025-04-24,delivered
427,1513,2024-05-13,processing
428,997,2024-11-19,shipped
429,1564,2025-09-19,delivered
430,1287,2026-06-15,delivered
431,199,2026-03-16,delivered
432,44,2024-01-09,cancelled
433,1781,2024-02-24,delivered
434,185,2024-11-16,cancelled
435,731,2024-07-26,shipped
436,1962,2024-08-06,delivered
437,136,2025-01-06,shipped
438,647,2025-08-20,cancelled
439,915,2025-05-01,delivered
440,359,2024-10-23,delivered
441,1644,2025-07-29,delivered
442,1804,2024-06-04,delivered
443,243,2025-06-29,cancelled
444,840,2024-06-11,delivered
445,1288,2025-04-25,shipped
446,576,2025-12-07,processing
447,511,2024-04-26,shipped
448,301,2026-07-20,delivered
449,1548,2024-02-10,delivered
450,781,2025-04-29,delivered
451,350,2026-02-24,delivered
452,1410,2026-04-17,delivered
453,904,2025-08-21,delivered
454,917,2026-07-04,delivered
455,1008,2026-08-27,shipped
456,705,2026-06-25,delivered
457,175,2026-06-26,delivered
458,363,2024-05-18,shipped
459,1388,2025-02-07,cancelled
460,228,2026-08-15,processing
461,1370,2024-07-20,returned
462,657,2024-10-26,shipped
463,1944,2026-03-16,delivered
464,1235,2026-03-29,delivered
465,1274,2026-07-01,delivered
466,347,2025-01-08,processing
467,394,2025-06-09,delivered
468,1066,2026-07-14,cancelled
469,1003,2024-11-22,cancelled
470,107,2025-10-26,delivered
471,628,2024-09-26,delivered
472,887,2024-12-11,delivered
473,1536,2026-02-16,shipped
474,1351,2024-03-23,delivered
475,65,2024-05-13,cancelled
476,1898,2025-10-01,delivered
477,1175,2024-01-20,delivered
478,409,2026-07-15,delivered
479,796,2024-02-06,shipped
480,554,2025-12-14,delivered
481,752,2026-04-02,delivered
482,1606,2025-03-10,delivered
483,701,2024-05-15,cancelled
484,1473,2024-09-24,delivered
485,1002,2024-10-15,delivered
486,1871,2025-04-05,cancelled
487,174,2026-04-04,shipped
488,653,2026-06-01,delivered
489,233,2024-01-24,processing
490,1652,2026-02-19,delivered
491,153,2024-06-30,delivered
492,316,2025-08-08,processing
493,1596,2024-03-30,processing
494,20,2026-01-10,delivered
495,1653,2024-12-15,cancelled
496,1265,2024-03-13,delivered
497,1283,2026-06-11,returned
498,1293,2026-06-13,delivered
499,1362,2024-04-18,shipped
500,116,2025-12-22,delivered
501,1881,2026-02-02,cancelled
502,381,2024-04-03,shipped
503,188,2024-01-04,delivered
504,1405,2024-08-26,delivered
505,1469,2024-03-22,delivered
506,1281,2025-06-26,delivered
507,1675,2024-07-21,shipped
508,1015,2025-09-11,shipped
509,961,2024-10-21,shipped
510,1213,2026-06-04,processing
511,907,2024-07-08,delivered
512,163,2024-06-29,returned
513,540,2024-05-27,cancelled
514,1179,2024-07-12,shipped
515,1440,2026-02-18,delivered
516,384,2026-05-18,delivered
517,467,2024-06-15,delivered
518,1713,2025-08-29,delivered
519,845,2025-06-02,shipped
520,447,2025-03-12,delivered
521,707,2026-01-23,delivered
522,15,2025-11-01,cancelled
523,1400,2024-09-14,delivered
524,331,2024-03-07,delivered
525,1012,2024-12-18,cancelled
526,124,2025-09-26,processing
527,881,2024-03-22,shipped
528,1841,2026-01-03,delivered
529,1525,2025-11-21,delivered
530,1205,2026-02-28,cancelled
531,741,2025-12-15,shipped
532,1389,2024-03-08,delivered
533,1490,2026-05-09,delivered
534,734,2026-01-30,processing
535,759,2025-05-26,delivered
536,1002,2024-11-16,delivered
537,1526,2024-07-13,delivered
538,350,2024-02-13,shipped
539,840,2025-04-21,cancelled
540,665,2026-08-03,processing
541,1936,2025-02-16,delivered
542,1842,2025-04-20,delivered
543,291,2026-01-25,processing
544,860,2026-08-30,delivered
545,286,2026-03-18,delivered
546,1783,2025-10-09,delivered
547,749,2024-01-15,delivered
548,1675,2025-11-08,cancelled
549,310,2025-08-30,cancelled
550,445,2024-04-07,delivered
551,968,2024-06-02,delivered
552,406,2024-01-23,delivered
553,325,2024-11-06,processing
554,1749,2025-07-16,delivered
555,390,2025-05-13,shipped
556,1023,2025-03-19,delivered
557,1745,2024-06-12,delivered
558,1364,2024-03-02,delivered
559,218,2024-03-09,returned
560,1446,2025-05-03,shipped
561,290,2024-08-28,delivered
562,1013,2026-04-02,delivered
563,1005,2024-01-14,returned
564,1294,2024-06-11,delivered
565,637,2025-12-01,shipped
566,1253,2024-05-04,delivered
567,1085,2024-10-15,delivered
568,765,2026-04-06,shipped
569,263,2025-01-13,delivered
570,970,2024-03-05,delivered
571,758,2025-03-03,delivered
572,1935,2024-11-30,shipped
573,1864,2026-06-11,cancelled
574,1299,2026-07-26,cancelled
575,976,2026-03-16,delivered
576,698,2025-08-14,processing
577,1431,2024-07-18,cancelled
578,1978,2024-11-25,processing
579,1173,2026-07-22,delivered
580,1215,2025-09-16,delivered
581,1679,2024-09-12,delivered
582,963,2026-06-30,delivered
583,1047,2026-06-20,delivered
584,1537,2024-05-31,shipped
585,167,2025-06-25,delivered
586,1235,2026-07-11,cancelled
587,1963,2026-01-15,delivered
588,921,2025-02-02,processing
589,1621,2026-02-27,delivered
590,294,2025-01-07,processing
591,121,2025-04-30,delivered
592,1297,2024-01-04,delivered
593,1690,2025-09-27,delivered
594,300,2026-03-13,delivered
595,656,2025-05-11,returned
596,1239,2026-06-23,delivered
597,1688,2026-04-10,shipped
598,1962,2026-08-03,delivered
599,247,2024-10-29,shipped
600,1507,2026-06-25,delivered
601,1637,2025-05-31,delivered
602,1620,2025-01-20,delivered
603,1677,2026-05-23,delivered
604,535,2024-07-28,delivered
605,52,2024-01-30,shipped
606,1562,2025-03-07,delivered
607,953,2026-03-05,cancelled
608,303,2025-04-02,shipped
609,1138,2024-06-09,delivered
610,1554,2024-11-17,delivered
611,561,2025-04-11,delivered
612,1447,2025-09-13,delivered
613,334,2025-08-23,delivered
614,1959,2024-01-18,delivered
615,1778,2024-11-30,delivered
616,756,2024-05-25,delivered
617,1476,2025-01-19,delivered
618,1288,2025-03-20,shipped
619,811,2024-07-01,delivered
620,1713,2026-02-17,delivered
621,580,2024-11-27,delivered
622,1165,2024-02-10,cancelled
623,115,2026-01-10,shipped
624,271,2025-05-23,delivered
625,140,2024-05-23,delivered
626,1071,2024-06-16,cancelled
627,482,2024-04-04,processing
628,1992,2024-12-31,delivered
629,846,2024-12-17,processing
630,1009,2025-02-14,delivered
631,1075,2025-03-02,shipped
632,811,2025-12-12,delivered
633,1686,2024-04-01,processing
634,919,2024-06-11,delivered
635,1867,2026-06-08,delivered
636,491,2024-02-27,shipped
637,1143,2024-01-25,delivered
638,1727,2025-12-15,delivered
639,87,2024-02-13,delivered
640,477,2026-08-30,delivered
641,1783,2024-05-20,delivered
642,662,2025-01-31,processing
643,1373,2025-02-09,delivered
644,1568,2024-10-23,delivered
645,1372,2026-01-01,shipped
646,1127,2024-03-10,delivered
647,1208,2024-02-06,delivered
648,1194,2025-05-18,delivered
649,1438,2024-03-23,delivered
650,754,2025-06-05,cancelled
651,337,2025-02-10,delivered
652,1099,2024-01-08,cancelled
653,1525,2025-09-29,delivered
654,1140,2025-01-18,delivered
655,328,2026-05-04,delivered
656,1245,2024-09-19,delivered
657,670,2026-07-08,delivered
658,245,2025-10-28,delivered
659,60,2025-04-01,shipped
660,1335,2025-11-18,delivered
661,831,2024-07-28,delivered
662,86,2025-01-31,processing
663,1522,2026-08-13,cancelled
664,410,2026-02-16,delivered
665,1531,2024-11-01,processing
666,1381,2024-08-07,cancelled
667,1675,2024-11-06,delivered
668,112,2025-10-25,shipped
669,1161,2026-06-30,cancelled
670,517,2024-08-10,delivered
671,635,2024-01-13,delivered
672,371,2026-05-31,delivered
673,1024,2026-08-27,shipped
674,1475,2024-12-01,delivered
675,801,2025-09-08,processing
676,1886,2025-05-18,delivered
677,1223,2024-10-19,processing
678,1367,2026-05-27,cancelled
679,160,2025-09-23,delivered
680,1,2026-05-23,delivered
681,103,2026-05-27,delivered
682,562,2026-08-10,delivered
683,912,2025-01-25,shipped
684,1969,2024-06-12,delivered
685,754,2024-08-08,shipped
686,1989,2025-03-09,shipped
687,764,2024-03-18,delivered
688,1339,2024-01-23,delivered
689,72,2026-07-09,delivered
690,291,2024-09-26,delivered
691,1910,2026-06-27,returned
692,1874,2024-07-28,delivered
693,1304,2026-02-01,returned
694,1624,2024-02-01,cancelled
695,1909,2025-05-02,delivered
696,231,2024-03-29,shipped
697,933,2026-06-09,cancelled
698,1424,2025-07-24,delivered
699,47,2025-12-20,delivered
700,130,2026-01-18,shipped
701,442,2024-03-07,delivered
702,773,2024-01-31,delivered
703,886,2026-04-30,delivered
704,359,2024-01-14,delivered
705,91,2025-11-03,delivered
706,1577,2026-06-16,delivered
707,577,2026-01-06,delivered
708,1643,2024-09-30,delivered
709,557,2026-06-11,delivered
710,1413,2025-04-03,processing
711,1332,2024-02-15,cancelled
712,1711,2026-05-27,delivered
713,1950,2025-12-20,delivered
714,475,2026-01-02,processing
715,97,2024-10-20,delivered
716,1225,2025-01-11,delivered
717,968,2025-07-11,delivered
718,1349,2026-07-12,delivered
719,1129,2025-07-07,delivered
720,1506,2025-10-16,delivered
721,357,2025-08-17,delivered
722,958,2024-12-21,processing
723,303,2026-04-13,shipped
724,1822,2025-05-21,shipped
725,836,2025-01-03,returned
726,178,2025-09-08,delivered
727,282,2024-12-06,cancelled
728,1322,2025-04-22,delivered
729,1105,2026-06-01,shipped
730,1823,2024-02-13,delivered
731,1881,2026-05-30,returned
732,298,2025-09-05,delivered
733,1296,2026-05-01,shipped
734,1744,2026-03-28,delivered
735,1672,2026-03-22,delivered
736,1420,2025-02-09,delivered
737,859,2026-06-20,delivered
738,1027,2025-07-11,delivered
739,213,2025-08-12,delivered
740,1914,2025-07-17,shipped
741,338,2026-01-27,delivered
742,1454,2026-03-17,delivered
743,240,2024-11-29,shipped
744,1633,2025-01-17,delivered
745,809,2025-06-19,shipped
746,805,2024-08-12,delivered
747,1536,2025-02-21,shipped
748,218,2024-08-19,shipped
749,930,2024-06-08,processing
750,1834,2026-02-10,delivered
751,2,2026-07-03,processing
752,1034,2026-03-30,delivered
753,296,2026-07-26,delivered
754,1946,2024-11-09,delivered
755,832,2024-11-06,processing
756,1110,2025-10-15,delivered
757,1669,2024-07-14,delivered
758,64,2024-10-29,delivered
759,381,2026-04-27,processing
760,147,2024-03-09,delivered
761,1948,2024-05-01,delivered
762,733,2025-11-08,delivered
763,1430,2025-09-03,delivered
764,795,2025-01-18,delivered
765,878,2025-09-26,delivered
766,980,2025-10-12,shipped
767,86,2025-11-26,delivered
768,65,2025-05-26,delivered
769,64,2024-09-18,shipped
770,1764,2026-03-27,delivered
771,1104,2026-02-27,delivered
772,1411,2025-08-24,shipped
773,719,2026-08-29,returned
774,1005,2024-01-28,delivered
775,1972,2025-05-14,processing
776,178,2025-05-01,delivered
777,189,2024-03-25,delivered
778,1702,2026-01-02,shipped
779,193,2025-04-10,delivered
780,691,2024-09-04,shipped
781,962,2024-02-05,delivered
782,1132,2026-03-06,shipped
783,925,2024-08-09,shipped
784,195,2024-01-11,shipped
785,1216,2026-06-02,shipped
786,58,2026-08-15,delivered
787,142,2025-05-29,delivered
788,563,2025-12-14,delivered
789,1642,2026-08-05,delivered
790,1484,2024-02-19,delivered
791,241,2025-12-15,delivered
792,357,2026-07-12,delivered
793,1749,2024-06-15,delivered
794,1232,2024-12-05,delivered
795,1407,2024-06-07,returned
796,158,2024-07-22,delivered
797,511,2024-01-06,delivered
798,1525,2026-04-06,shipped
799,362,2026-03-02,delivered
800,620,2024-07-06,delivered
801,1773,2025-11-30,delivered
802,1011,2024-08-22,shipped
803,1656,2025-12-18,cancelled
804,238,2024-04-13,delivered
805,271,2026-01-28,returned
806,1240,2025-07-30,delivered
807,1017,2025-01-10,processing
808,881,2024-01-22,shipped
809,1839,2025-12-11,delivered
810,1114,2024-04-18,delivered
811,69,2024-10-12,delivered
812,1438,2025-03-08,delivered
813,179,2024-09-26,cancelled
814,1362,2025-01-01,delivered
815,1039,2026-07-30,delivered
816,1901,2026-06-15,delivered
817,50,2024-06-14,delivered
818,383,2025-11-11,delivered
819,1352,2025-07-13,delivered
820,539,2025-05-04,delivered
821,1618,2025-11-03,delivered
822,847,2024-04-28,delivered
823,476,2024-07-26,delivered
824,273,2026-02-03,shipped
825,23,2025-01-15,delivered
826,1615,2024-01-13,delivered
827,1364,2024-09-29,delivered
828,19,2024-11-06,cancelled
829,281,2024-11-23,cancelled
830,1763,2025-05-06,processing
831,387,2025-11-10,delivered
832,981,2024-08-07,delivered
833,795,2025-07-20,shipped
834,1109,2026-05-29,processing
835,300,2025-11-14,delivered
836,1045,2024-05-28,processing
837,140,2025-05-04,delivered
838,149,2025-08-02,delivered
839,1284,2026-02-10,delivered
840,1282,2025-01-05,cancelled
841,1696,2024-09-25,delivered
842,1541,2025-03-18,delivered
843,657,2026-03-10,delivered
844,395,2025-11-18,shipped
845,766,2025-02-04,delivered
846,1713,2026-06-06,delivered
847,1859,2024-05-10,delivered
848,1945,2026-03-20,delivered
849,833,2025-10-23,cancelled
850,1302,2024-06-10,delivered
851,1068,2024-10-21,delivered
852,154,2025-03-19,delivered
853,855,2024-03-08,delivered
854,1443,2026-07-02,processing
855,1583,2025-10-18,delivered
856,569,2025-02-06,delivered
857,1332,2026-04-06,returned
858,700,2024-11-06,processing
859,1240,2024-11-30,cancelled
860,1752,2026-08-29,delivered
861,999,2025-01-30,processing
862,1720,2025-12-05,delivered
863,1148,2026-08-03,shipped
864,1228,2025-11-07,processing
865,282,2025-04-25,delivered
866,1417,2025-05-16,returned
867,1092,2025-06-13,shipped
868,129,2024-09-14,shipped
869,1914,2024-10-04,cancelled
870,1218,2025-06-09,delivered
871,1899,2026-07-16,delivered
872,491,2025-08-02,delivered
873,1992,2024-11-09,delivered
874,687,2025-06-14,shipped
875,571,2024-09-27,delivered
876,1372,2025-11-05,delivered
877,1256,2026-06-30,processing
878,1643,2026-02-27,shipped
879,390,2025-12-04,shipped
880,1460,2025-07-09,delivered
881,419,2026-03-28,delivered
882,1066,2024-06-26,delivered
883,1481,2026-06-16,delivered
884,506,2024-07-29,delivered
885,1298,2026-04-30,delivered
886,1818,2025-10-25,processing
887,768,2024-09-08,delivered
888,1469,2024-10-04,cancelled
889,941,2025-07-04,delivered
890,522,2025-09-12,delivered
891,255,2025-01-20,processing
892,806,2024-01-04,delivered
893,1663,2026-08-14,delivered
894,1014,2025-04-10,cancelled
895,1128,2025-08-20,processing
896,1047,2025-08-04,delivered
897,545,2024-02-22,returned
898,1287,2025-05-16,delivered
899,976,2025-03-23,delivered
900,245,2024-05-23,delivered
901,741,2026-02-17,processing
902,112,2024-02-12,processing
903,569,2024-04-20,delivered
904,550,2024-05-10,processing
