product_id,product_name,category,price
91,Electric Kettle 0091,Home & Kitchen,3879.39
92,Table Lamp 0092,Home & Kitchen,65451.39
93,Face Wash 0093,Beauty,24418.72
94,Python Guide 0094,Books,1632.65
95,Data Analytics Book 0095,Books,90484.3
96,Mouse 0096,Electronics,61199.34
97,Cricket Bat 0097,Sports,81815.46
98,Bluetooth Speaker 0098,Electronics,49813.92
99,Badminton Racket 0099,Sports,6497.39
100,Coffee Maker 0100,Home & Kitchen,33865.84
101,Marketing Book 0101,Books,32557.65
102,Python Guide 0102,Books,32293.67
103,Mixer Grinder 0103,Home & Kitchen,59388.91
104,Jeans 0104,Fashion,12249.4
105,Coffee Maker 0105,Home & Kitchen,16970.48
106,Sneakers 0106,Fashion,43977.39
107,Yoga Mat 0107,Sports,13509.41
108,Marketing Book 0108,Books,77809.63
109,Mouse 0109,Electronics,8255.12
110,Smartphone 0110,Electronics,92627.47
111,Novel 0111,Books,41737.98
112,Moisturizer 0112,Beauty,20773.79
113,Novel 0113,Books,52403.07
114,Perfume 0114,Beauty,93820.34
115,Yoga Mat 0115,Sports,59706.94
116,Biography 0116,Books,61281.57
117,Smart Watch 0117,Electronics,34914.79
118,Power Bank 0118,Electronics,19350.91
119,Cricket Bat 0119,Sports,61967.31
120,Badminton Racket 0120,Sports,46527.76
121,Business Book 0121,Books,27786.37
122,Electric Kettle 0122,Home & Kitchen,79700.97
123,Biography 0123,Books,49850.98
124,Mixer Grinder 0124,Home & Kitchen,5590.96
125,Saree 0125,Fashion,21116.06
126,Jacket 0126,Fashion,61757.57
127,Face Wash 0127,Beauty,10620.23
128,Smartphone 0128,Electronics,15971.95
129,Mouse 0129,Electronics,51586.39
130,Power Bank 0130,Electronics,72195.03
131,Running Shoes 0131,Sports,42021.81
132,Finance Book 0132,Books,23159.31
133,USB Cable 0133,Electronics,22931.65
134,Coffee Maker 0134,Home & Kitchen,87013.65
135,Perfume 0135,Beauty,7537.27
136,Gym Gloves 0136,Sports,5622.07
137,Moisturizer 0137,Beauty,21772.28
138,Gym Gloves 0138,Sports,17969.46
139,Sneakers 0139,Fashion,45881.47
140,Storage Box 0140,Home & Kitchen,97559.48
141,Storage Box 0141,Home & Kitchen,12894.73
142,Data Analytics Book 0142,Books,28203.29
143,Mouse 0143,Electronics,45965.18
144,Storage Box 0144,Home & Kitchen,22140.39
145,Sneakers 0145,Fashion,78995.79
146,Python Guide 0146,Books,57895.52
147,Badminton Racket 0147,Sports,8829.14
148,Gym Gloves 0148,Sports,86246.47
149,Table Lamp 0149,Home & Kitchen,83730.5
150,T-Shirt 0150,Fashion,73054.77
151,Business Book 0151,Books,24932.58
152,Perfume 0152,Beauty,89202.9
153,Football 0153,Sports,91391.72
154,Keyboard 0154,Electronics,98021.37
155,Mouse 0155,Electronics,73399.93
156,Yoga Mat 0156,Sports,42683.62
157,Body Lotion 0157,Beauty,81008.71
158,SQL Handbook 0158,Books,45352.65
159,Electric Kettle 0159,Home & Kitchen,55936.0
160,Keyboard 0160,Electronics,95002.4
161,Storage Box 0161,Home & Kitchen,29718.88
162,SQL Handbook 0162,Books,1788.83
163,Novel 0163,Books,16346.92
164,Face Wash 0164,Beauty,97645.79
165,Moisturizer 0165,Beauty,87444.06
166,Moisturizer 0166,Beauty,79026.9
167,Backpack 0167,Fashion,70448.43
168,Bluetooth Speaker 0168,Electronics,38609.95
169,Finance Book 0169,Books,53184.85
170,Handbag 0170,Fashion,75337.22
171,Business Book 0171,Books,78810.65
172,USB Cable 0172,Electronics,73627.93
173,USB Cable 0173,Electronics,88819.2
174,Keyboard 0174,Electronics,36684.97
175,Yoga Mat 0175,Sports,36683.0
176,Electric Kettle 0176,Home & Kitchen,56162.67
177,Cookware Set 0177,Home & Kitchen,98127.91
178,Electric Kettle 0178,Home & Kitchen,64973.03
179,Business Book 0179,Books,75365.72
180,Storage Box 0180,Home & Kitchen,35399.62
181,Handbag 0181,Fashion,27858.1
182,USB Cable 0182,Electronics,34652.61
183,Shampoo 0183,Beauty,47121.35
184,Dumbbells 0184,Sports,45306.44
185,Jeans 0185,Fashion,18996.69
186,Shampoo 0186,Beauty,8200.01
187,Water Bottle 0187,Home & Kitchen,95833.0
188,Bluetooth Speaker 0188,Electronics,16642.67
189,Smartphone 0189,Electronics,49732.61
190,Mixer Grinder 0190,Home & Kitchen,29457.31
191,Python Guide 0191,Books,47494.71
192,Body Lotion 0192,Beauty,73822.38
193,Smart Watch 0193,Electronics,19067.25
194,Power Bank 0194,Electronics,83526.76
195,Running Shoes 0195,Sports,41285.83
196,Jacket 0196,Fashion,48716.61
197,Biography 0197,Books,45908.11
198,Football 0198,Sports,89847.54
199,Sneakers 0199,Fashion,78967.92
200,Table Lamp 0200,Home & Kitchen,37314.85
201,T-Shirt 0201,Fashion,15003.17
202,Backpack 0202,Fashion,95629.14
203,Football 0203,Sports,71237.85
204,Sneakers 0204,Fashion,97324.97
205,Python Guide 0205,Books,16292.22
206,Wireless Earbuds 0206,Electronics,99377.55
207,Football 0207,Sports,44199.69
208,Sneakers 0208,Fashion,20673.51
209,Data Analytics Book 0209,Books,66621.22
210,Sneakers 0210,Fashion,37415.91
211,Football 0211,Sports,53456.57
212,Wireless Earbuds 0212,Electronics,40574.32
213,Moisturizer 0213,Beauty,94788.35
214,Sneakers 0214,Fashion,627.57
215,Finance Book 0215,Books,64793.95
216,Backpack 0216,Fashion,89617.55
217,Football 0217,Sports,79996.7
218,Biography 0218,Books,33999.71
219,Mouse 0219,Electronics,90036.41
220,Electric Kettle 0220,Home & Kitchen,30945.6
221,Perfume 0221,Beauty,44707.07
222,USB Cable 0222,Electronics,5691.36
223,Business Book 0223,Books,58425.46
224,Water Bottle 0224,Home & Kitchen,19731.42
225,Mouse 0225,Electronics,67769.93
226,Keyboard 0226,Electronics,19605.11
227,T-Shirt 0227,Fashion,90862.01
228,Handbag 0228,Fashion,14964.0
229,Lip Balm 0229,Beauty,38733.04
230,Smart Watch 0230,Electronics,34622.04
231,Backpack 0231,Fashion,87454.31
232,Power Bank 0232,Electronics,72838.77
233,Hair Serum 0233,Beauty,80406.81
234,Sneakers 0234,Fashion,80605.14
235,Hair Serum 0235,Beauty,14127.86
236,Cricket Bat 0236,Sports,14534.2
237,Backpack 0237,Fashion,98839.57
238,Running Shoes 0238,Sports,6797.35
239,Tennis Balls 0239,Sports,9026.14
240,Sunscreen 0240,Beauty,41567.5
241,Gym Gloves 0241,Sports,71081.65
242,Bedsheet 0242,Home & Kitchen,18762.44
243,Sunscreen 0243,Beauty,55474.92
244,Smart Watch 0244,Electronics,83490.6
245,Backpack 0245,Fashion,56015.25
246,Perfume 0246,Beauty,2877.63
247,Smartphone 0247,Electronics,26414.17
248,Biography 0248,Books,12591.86
249,Novel 0249,Books,41831.25
250,Perfume 0250,Beauty,3037.57
251,Backpack 0251,Fashion,99433.43
252,USB Cable 0252,Electronics,58189.36
253,Tennis Balls 0253,Sports,86859.92
254,Biography 0254,Books,97430.02
255,USB Cable 0255,Electronics,51349.08
256,Yoga Mat 0256,Sports,84557.95
257,Mixer Grinder 0257,Home & Kitchen,14783.48
258,Moisturizer 0258,Beauty,35866.07
259,Smart Watch 0259,Electronics,36243.11
260,Finance Book 0260,Books,5060.75
261,Jeans 0261,Fashion,51482.88
262,Python Guide 0262,Books,76515.0
263,Football 0263,Sports,54461.49
264,Saree 0264,Fashion,27290.61
265,Finance Book 0265,Books,9763.17
266,Running Shoes 0266,Sports,82365.82
267,Smartphone 0267,Electronics,51912.44
268,Backpack 0268,Fashion,41316.05
269,Electric Kettle 0269,Home & Kitchen,21943.05
270,Badminton Racket 0270,Sports,83190.04
271,Cricket Bat 0271,Sports,41850.16
272,Bluetooth Speaker 0272,Electronics,81919.71
273,Mouse 0273,Electronics,34950.35
274,Finance Book 0274,Books,14072.6
275,Lip Balm 0275,Beauty,17385.27
276,T-Shirt 0276,Fashion,74496.13
277,Power Bank 0277,Electronics,13044.7
278,Python Guide 0278,Books,68866.11
279,Sneakers 0279,Fashion,21141.13
280,Keyboard 0280,Electronics,69142.65
281,Bluetooth Speaker 0281,Electronics,2075.88
282,Hair Serum 0282,Beauty,4442.19
283,Wireless Earbuds 0283,Electronics,79345.91
284,Yoga Mat 0284,Sports,47013.42
285,T-Shirt 0285,Fashion,6810.49
286,Data Analytics Book 0286,Books,75503.12
287,Power Bank 0287,Electronics,58841.78
288,Cookware Set 0288,Home & Kitchen,67124.94
289,Bluetooth Speaker 0289,Electronics,14725.59
290,Novel 0290,Books,94888.4
291,Jacket 0291,Fashion,16222.62
292,Badminton Racket 0292,Sports,50588.94
293,Bluetooth Speaker 0293,Electronics,81993.73
294,Power Bank 0294,Electronics,71637.0
295,Sneakers 0295,Fashion,90184.7
296,Yoga Mat 0296,Sports,97362.27
297,Power Bank 0297,Electronics,92062.62
298,Biography 0298,Books,36772.01
299,Football 0299,Sports,44077.65
300,Smartphone 0300,Electronics,83506.27
301,Hair Serum 0301,Beauty,21583.55
302,Coffee Maker 0302,Home & Kitchen,11460.98
303,Jeans 0303,Fashion,46695.99
304,Football 0304,Sports,49681.44
305,Saree 0305,Fashion,55800.79
306,Bluetooth Speaker 0306,Electronics,32944.92
307,Keyboard 0307,Electronics,28503.42
308,Dumbbells 0308,Sports,68766.25
309,Perfume 0309,Beauty,55479.81
310,Handbag 0310,Fashion,19039.74
311,Mouse 0311,Electronics,93919.38
312,Sneakers 0312,Fashion,1475.03
313,Biography 0313,Books,67274.13
314,Body Lotion 0314,Beauty,52360.71
315,SQL Handbook 0315,Books,12096.94
316,Hair Serum 0316,Beauty,69563.7
317,Smartphone 0317,Electronics,6657.1
318,Storage Box 0318,Home & Kitchen,20185.3
319,Shampoo 0319,Beauty,23439.39
320,Body Lotion 0320,Beauty,27995.13
321,Novel 0321,Books,75678.03
322,Marketing Book 0322,Books,35737.51
323,Marketing Book 0323,Books,98753.82
324,Dumbbells 0324,Sports,14906.94
325,Shampoo 0325,Beauty,12393.57
326,Body Lotion 0326,Beauty,23235.01
327,Mixer Grinder 0327,Home & Kitchen,10139.42
328,Bluetooth Speaker 0328,Electronics,49912.86
329,Smartphone 0329,Electronics,38385.77
330,Finance Book 0330,Books,15442.12
331,Cricket Bat 0331,Sports,76064.11
332,Biography 0332,Books,79313.6
333,Water Bottle 0333,Home & Kitchen,66275.9
334,Sunscreen 0334,Beauty,54334.32
335,Yoga Mat 0335,Sports,95266.53
336,Keyboard 0336,Electronics,88035.54
337,Keyboard 0337,Electronics,45120.53
338,Body Lotion 0338,Beauty,46072.69
339,Smartphone 0339,Electronics,55754.32
340,Sneakers 0340,Fashion,49248.66
341,Water Bottle 0341,Home & Kitchen,71628.17
342,Shampoo 0342,Beauty,56970.75
343,Body Lotion 0343,Beauty,47694.92
344,Mixer Grinder 0344,Home & Kitchen,39259.2
345,Hair Serum 0345,Beauty,61769.58
346,Saree 0346,Fashion,32183.18
347,Wireless Earbuds 0347,Electronics,12993.17
348,Jacket 0348,Fashion,80992.43
349,Yoga Mat 0349,Sports,76565.36
350,Finance Book 0350,Books,38180.22
351,Lip Balm 0351,Beauty,99195.16
352,Lip Balm 0352,Beauty,5832.63
353,Bedsheet 0353,Home & Kitchen,23614.28
354,Jeans 0354,Fashion,91055.82
355,Smart Watch 0355,Electronics,11623.24
356,Mixer Grinder 0356,Home & Kitchen,53933.0
357,Mouse 0357,Electronics,65844.23
358,Hair Serum 0358,Beauty,26807.56
359,Biography 0359,Books,58880.33
360,Handbag 0360,Fashion,57120.28
361,Jeans 0361,Fashion,80869.99
362,Power Bank 0362,Electronics,33728.55
363,Running Shoes 0363,Sports,16828.4
364,Jacket 0364,Fashion,96947.89
365,Table Lamp 0365,Home & Kitchen,63616.33
366,Power Bank 0366,Electronics,28877.08
367,Smart Watch 0367,Electronics,99622.52
368,Perfume 0368,Beauty,62531.31
369,Bluetooth Speaker 0369,Electronics,59267.09
370,Jeans 0370,Fashion,56728.54
371,Gym Gloves 0371,Sports,42824.17
372,Jeans 0372,Fashion,65222.37
373,Saree 0373,Fashion,43403.47
374,Running Shoes 0374,Sports,20166.68
375,Sunscreen 0375,Beauty,62570.39
376,Moisturizer 0376,Beauty,88112.48
377,Python Guide 0377,Books,57767.96
378,Table Lamp 0378,Home & Kitchen,26939.01
379,Marketing Book 0379,Books,93475.67
380,Data Analytics Book 0380,Books,52321.5
381,Backpack 0381,Fashion,14943.82
382,Water Bottle 0382,Home & Kitchen,84442.38
383,Lip Balm 0383,Beauty,86045.56
384,Power Bank 0384,Electronics,84626.5
385,Saree 0385,Fashion,64674.06
386,Kurta 0386,Fashion,40704.42
387,Smartphone 0387,Electronics,19352.22
388,Water Bottle 0388,Home & Kitchen,46522.14
389,Tennis Balls 0389,Sports,42316.51
390,Power Bank 0390,Electronics,16102.98
391,Mixer Grinder 0391,Home & Kitchen,25987.01
392,Sneakers 0392,Fashion,64499.52
393,Mouse 0393,Electronics,78265.93
394,Bluetooth Speaker 0394,Electronics,31526.7
395,Jeans 0395,Fashion,90076.37
396,Lip Balm 0396,Beauty,67231.87
397,Keyboard 0397,Electronics,94326.58
398,Python Guide 0398,Books,23755.91
399,Cricket Bat 0399,Sports,52290.36
400,Dumbbells 0400,Sports,49744.82
401,Power Bank 0401,Electronics,60061.17
402,Jacket 0402,Fashion,83265.95
403,Marketing Book 0403,Books,80621.99
404,Business Book 0404,Books,93561.91
405,Cookware Set 0405,Home & Kitchen,10859.04
406,Water Bottle 0406,Home & Kitchen,44058.65
407,T-Shirt 0407,Fashion,49136.79
408,Jeans 0408,Fashion,31784.7
409,Body Lotion 0409,Beauty,68336.3
410,Sneakers 0410,Fashion,36426.2
411,Finance Book 0411,Books,82171.26
412,Wireless Earbuds 0412,Electronics,84178.0
413,Data Analytics Book 0413,Books,69129.11
414,Business Book 0414,Books,25446.69
415,Sunscreen 0415,Beauty,63966.12
416,Finance Book 0416,Books,90334.08
417,SQL Handbook 0417,Books,53583.09
418,Table Lamp 0418,Home & Kitchen,38968.41
419,Sunscreen 0419,Beauty,30227.64
420,Water Bottle 0420,Home & Kitchen,21195.57
421,Table Lamp 0421,Home & Kitchen,63208.0
422,Marketing Book 0422,Books,78972.88
423,Jeans 0423,Fashion,82354.14
424,Body Lotion 0424,Beauty,73745.81
425,Handbag 0425,Fashion,87699.77
426,Smartphone 0426,Electronics,69907.52
427,Cricket Bat 0427,Sports,35314.26
428,Running Shoes 0428,Sports,45434.52
429,Wireless Earbuds 0429,Electronics,64208.01
430,Table Lamp 0430,Home & Kitchen,79142.73
431,Mixer Grinder 0431,Home & Kitchen,40185.05
432,Novel 0432,Books,31508.44
433,Bluetooth Speaker 0433,Electronics,15949.68
434,Football 0434,Sports,84725.65
435,Marketing Book 0435,Books,79304.7
436,Backpack 0436,Fashion,47939.87
437,Python Guide 0437,Books,26214.85
438,Finance Book 0438,Books,79991.96
439,Electric Kettle 0439,Home & Kitchen,41565.74
440,Coffee Maker 0440,Home & Kitchen,87662.72
441,Badminton Racket 0441,Sports,2268.32
442,Power Bank 0442,Electronics,90702.11
443,Perfume 0443,Beauty,26324.96
444,Mixer Grinder 0444,Home & Kitchen,40222.28
445,Sunscreen 0445,Beauty,15094.27
446,Sneakers 0446,Fashion,94733.9
447,Wireless Earbuds 0447,Electronics,71913.63
448,Body Lotion 0448,Beauty,82759.29
449,Shampoo 0449,Beauty,22602.5
450,Bedsheet 0450,Home & Kitchen,94615.02
451,Saree 0451,Fashion,74694.01
452,Moisturizer 0452,Beauty,43243.6
453,Bedsheet 0453,Home & Kitchen,99520.7
454,Kurta 0454,Fashion,41948.43
455,Moisturizer 0455,Beauty,3070.56
456,Kurta 0456,Fashion,61843.49
457,Storage Box 0457,Home & Kitchen,58372.73
458,Biography 0458,Books,8755.72
459,Moisturizer 0459,Beauty,87169.06
460,Marketing Book 0460,Books,68746.87
461,Marketing Book 0461,Books,70902.63
462,Novel 0462,Books,7489.95
463,Yoga Mat 0463,Sports,5399.84
464,Table Lamp 0464,Home & Kitchen,90840.01
465,Yoga Mat 0465,Sports,734.03
466,Tennis Balls 0466,Sports,30389.23
467,Lip Balm 0467,Beauty,13396.38
468,Yoga Mat 0468,Sports,58131.59
469,Sneakers 0469,Fashion,50472.92
470,Backpack 0470,Fashion,13364.57
471,Handbag 0471,Fashion,14350.21
472,USB Cable 0472,Electronics,4606.38
473,Table Lamp 0473,Home & Kitchen,87192.62
474,Jacket 0474,Fashion,92637.46
475,Saree 0475,Fashion,61369.57
476,Jacket 0476,Fashion,43689.38
477,Storage Box 0477,Home & Kitchen,73738.55
478,Moisturizer 0478,Beauty,55655.34
479,Biography 0479,Books,5510.57
480,Mixer Grinder 0480,Home & Kitchen,23139.08
481,Mouse 0481,Electronics,26169.35
482,Biography 0482,Books,43754.7
483,Face Wash 0483,Beauty,44262.66
484,Biography 0484,Books,45883.42
485,Smartphone 0485,Electronics,12539.69
486,Power Bank 0486,Electronics,86842.68
487,Cookware Set 0487,Home & Kitchen,75042.68
488,Kurta 0488,Fashion,58437.03
489,Smartphone 0489,Electronics,41757.62
490,Power Bank 0490,Electronics,76870.69
491,SQL Handbook 0491,Books,88758.3
492,Smart Watch 0492,Electronics,68193.97
493,SQL Handbook 0493,Books,39537.15
494,Cricket Bat 0494,Sports,83729.33
495,Mixer Grinder 0495,Home & Kitchen,8289.11
496,Biography 0496,Books,45513.74
497,T-Shirt 0497,Fashion,33075.81
498,Mouse 0498,Electronics,32625.56
499,Python Guide 0499,Books,21293.41
500,Smart Watch 0500,Electronics,32451.45
501,Bluetooth Speaker 0501,Electronics,54805.19
502,Tennis Balls 0502,Sports,9435.59
503,Sneakers 0503,Fashion,24159.0
504,Shampoo 0504,Beauty,2246.1
505,Cookware Set 0505,Home & Kitchen,38971.59
506,Sunscreen 0506,Beauty,64786.37
507,Python Guide 0507,Books,12235.08
508,Hair Serum 0508,Beauty,73640.75
509,Sneakers 0509,Fashion,36031.62
510,USB Cable 0510,Electronics,51361.79
511,Body Lotion 0511,Beauty,88563.22
512,Sunscreen 0512,Beauty,56392.1
513,Shampoo 0513,Beauty,75696.77
514,Sneakers 0514,Fashion,43522.77
515,Shampoo 0515,Beauty,4234.72
516,Backpack 0516,Fashion,67707.72
517,Python Guide 0517,Books,93079.63
518,Cricket Bat 0518,Sports,29211.16
519,Shampoo 0519,Beauty,90738.33
520,Sunscreen 0520,Beauty,15029.93
521,Water Bottle 0521,Home & Kitchen,84184.49
522,Tennis Balls 0522,Sports,29688.07
523,Bluetooth Speaker 0523,Electronics,91745.74
524,Cricket Bat 0524,Sports,51162.03
525,Shampoo 0525,Beauty,46571.72
526,Novel 0526,Books,35673.67
527,Cricket Bat 0527,Sports,76909.95
528,Bluetooth Speaker 0528,Electronics,74102.51
529,Moisturizer 0529,Beauty,78659.47
530,Face Wash 0530,Beauty,8511.4
531,Novel 0531,Books,31530.85
532,Biography 0532,Books,75782.96
533,Sunscreen 0533,Beauty,34264.17
534,Bedsheet 0534,Home & Kitchen,18670.72
535,Novel 0535,Books,87186.26
536,Keyboard 0536,Electronics,53529.73
537,Keyboard 0537,Electronics,11843.49
538,Table Lamp 0538,Home & Kitchen,46123.27
539,Body Lotion 0539,Beauty,30418.44
540,Running Shoes 0540,Sports,69127.1
541,Marketing Book 0541,Books,80502.15
542,Smartphone 0542,Electronics,13683.37
543,Electric Kettle 0543,Home & Kitchen,81632.63
544,Business Book 0544,Books,85928.4
545,Table Lamp 0545,Home & Kitchen,64931.6
546,Business Book 0546,Books,43690.69
547,Business Book 0547,Books,8791.14
548,Moisturizer 0548,Beauty,47503.11
549,Bluetooth Speaker 0549,Electronics,16776.33
550,Table Lamp 0550,Home & Kitchen,96392.91
551,Face Wash 0551,Beauty,86006.69
552,Badminton Racket 0552,Sports,20292.57
553,Tennis Balls 0553,Sports,5281.03
554,Bluetooth Speaker 0554,Electronics,63113.91
555,Marketing Book 0555,Books,97951.8
556,Sunscreen 0556,Beauty,3893.32
557,Body Lotion 0557,Beauty,51431.9
558,Biography 0558,Books,23343.2
559,Wireless Earbuds 0559,Electronics,42315.05
560,Jeans 0560,Fashion,26930.32
561,Marketing Book 0561,Books,88935.23
562,Mouse 0562,Electronics,62344.13
563,Finance Book 0563,Books,44941.87
564,Face Wash 0564,Beauty,16300.08
565,Business Book 0565,Books,47029.2
566,Perfume 0566,Beauty,50861.07
567,Running Shoes 0567,Sports,92188.21
568,Biography 0568,Books,13288.62
569,Handbag 0569,Fashion,95987.38
570,Finance Book 0570,Books,79637.07
571,Bedsheet 0571,Home & Kitchen,28388.23
572,SQL Handbook 0572,Books,66771.23
573,Cookware Set 0573,Home & Kitchen,20107.53
574,Gym Gloves 0574,Sports,10269.19
575,Body Lotion 0575,Beauty,30503.46
576,Mixer Grinder 0576,Home & Kitchen,99925.27
577,Saree 0577,Fashion,35831.98
578,Cookware Set 0578,Home & Kitchen,82828.28
579,Yoga Mat 0579,Sports,80719.19
580,Handbag 0580,Fashion,11573.14
581,Electric Kettle 0581,Home & Kitchen,56284.75
582,Sunscreen 0582,Beauty,99366.55
583,T-Shirt 0583,Fashion,77054.47
584,Dumbbells 0584,Sports,89651.51
585,SQL Handbook 0585,Books,70698.21
586,Body Lotion 0586,Beauty,96271.18
587,Bluetooth Speaker 0587,Electronics,78207.91
588,Cricket Bat 0588,Sports,82395.3
589,Bluetooth Speaker 0589,Electronics,16870.22
590,Power Bank 0590,Electronics,91115.38
591,Water Bottle 0591,Home & Kitchen,70873.7
592,Gym Gloves 0592,Sports,73307.68
593,Smartphone 0593,Electronics,64778.88
594,Sneakers 0594,Fashion,12472.75
595,Table Lamp 0595,Home & Kitchen,96968.74
596,Power Bank 0596,Electronics,83513.37
597,Lip Balm 0597,Beauty,28817.48
598,Electric Kettle 0598,Home & Kitchen,26747.36
599,Marketing Book 0599,Books,36191.21
600,Business Book 0600,Books,15329.8
601,Tennis Balls 0601,Sports,78763.13
602,Coffee Maker 0602,Home & Kitchen,41457.26
603,Body Lotion 0603,Beauty,95192.69
604,Running Shoes 0604,Sports,94384.28
605,Moisturizer 0605,Beauty,77060.16
606,SQL Handbook 0606,Books,8659.87
607,Handbag 0607,Fashion,98197.1
608,Coffee Maker 0608,Home & Kitchen,6333.54
609,Smartphone 0609,Electronics,90269.61
610,Smart Watch 0610,Electronics,42045.67
611,Novel 0611,Books,72209.79
612,Jacket 0612,Fashion,987.64
613,Sneakers 0613,Fashion,70088.45
614,Perfume 0614,Beauty,88779.46
615,Gym Gloves 0615,Sports,69806.6
616,Marketing Book 0616,Books,77583.95
617,Jeans 0617,Fashion,3888.62
618,Handbag 0618,Fashion,72563.85
619,Python Guide 0619,Books,52141.88
620,Dumbbells 0620,Sports,21529.7
621,Dumbbells 0621,Sports,52228.32
622,Python Guide 0622,Books,2536.49
623,Dumbbells 0623,Sports,24284.71
624,Handbag 0624,Fashion,98697.08
625,Wireless Earbuds 0625,Electronics,84189.03
626,Jacket 0626,Fashion,12555.54
627,SQL Handbook 0627,Books,44982.94
628,Yoga Mat 0628,Sports,45423.09
629,Bedsheet 0629,Home & Kitchen,35162.65
630,Sneakers 0630,Fashion,71491.23
631,Badminton Racket 0631,Sports,10700.65
632,Badminton Racket 0632,Sports,82318.7
633,Backpack 0633,Fashion,9978.19
634,Marketing Book 0634,Books,82877.08
635,Bluetooth Speaker 0635,Electronics,6405.93
636,Table Lamp 0636,Home & Kitchen,21634.48
637,USB Cable 0637,Electronics,67745.88
638,Hair Serum 0638,Beauty,87226.08
639,Gym Gloves 0639,Sports,63717.82
640,Body Lotion 0640,Beauty,73224.35
641,Moisturizer 0641,Beauty,14604.75
642,Table Lamp 0642,Home & Kitchen,71171.83
643,Electric Kettle 0643,Home & Kitchen,69507.18
644,Body Lotion 0644,Beauty,3453.22
645,Storage Box 0645,Home & Kitchen,92184.4
646,Keyboard 0646,Electronics,11210.55
647,Saree 0647,Fashion,4219.16
648,Electric Kettle 0648,Home & Kitchen,37271.44
