order_item_id,order_id,product_id,seller_id,quantity,unit_price
198,81,1093,1310,4,98566.84
199,81,1633,13,5,12771.69
200,81,1059,972,5,63119.37
201,82,986,262,2,43810.57
202,82,1457,355,5,82759.25
203,82,1013,1929,3,19183.39
204,82,1145,1609,1,3015.23
205,83,914,837,3,38206.72
206,83,277,1308,4,11336.3
207,83,1472,1496,1,1034.51
208,84,418,1083,3,35352.22
209,85,701,1427,5,4511.32
210,85,467,1775,5,11547.99
211,85,881,1135,3,17544.42
212,85,709,1302,2,78274.21
213,86,1942,635,2,53013.76
214,86,1053,1142,2,15799.73
215,86,359,1800,3,55377.38
216,87,97,1935,4,74747.93
217,87,65,1337,3,1908.69
218,87,1385,957,3,16858.23
219,88,1732,158,1,5645.57
220,88,1803,397,2,30399.4
221,89,585,1568,4,72150.57
222,89,1577,1272,1,74424.29
223,89,1101,1846,4,61858.1
224,89,1260,498,3,69303.58
225,90,1003,63,2,62616.25
226,90,348,1137,5,76527.86
227,91,1679,1839,4,5200.56
228,91,150,26,5,63206.59
229,92,1243,1606,4,26148.34
230,93,523,674,2,78745.37
231,94,666,1117,5,60574.24
232,94,1473,547,5,54588.69
233,95,1737,626,1,84939.22
234,95,471,1886,1,14044.2
235,95,1805,1465,4,42737.71
236,96,1054,1726,4,71795.01
237,96,1854,353,3,60085.8
238,96,138,1878,3,16449.48
239,97,110,1679,5,99088.43
240,97,1692,1410,1,11283.3
241,97,1089,1269,2,9540.64
242,97,431,1607,5,35233.78
243,98,494,253,2,82402.87
244,98,1319,1967,5,66518.67
245,98,1221,524,5,102789.95
246,99,1201,318,5,46492.67
247,99,1081,645,4,69727.7
248,99,1054,273,4,67181.26
249,99,1591,1720,4,97085.68
250,100,772,1660,1,48495.42
251,100,477,1226,5,76461.33
252,100,75,781,3,56574.66
253,101,1853,1704,5,95149.45
254,101,418,1214,4,34708.52
255,102,488,1623,1,51876.71
256,102,1164,231,5,89562.29
257,103,1885,1806,5,66895.52
258,103,1674,354,5,3158.34
259,103,322,1893,1,36735.4
260,103,1933,1141,2,59638.16
261,104,92,1672,1,55877.53
262,105,360,5,1,49452.32
263,105,1821,1070,4,32709.85
264,106,235,1041,5,14380.3
265,106,93,1144,4,25119.94
266,106,1864,250,1,35840.3
267,106,62,1675,3,81906.65
268,107,1632,1879,2,12305.02
269,107,191,593,3,48086.92
270,107,592,1314,1,73117.68
271,107,127,1547,1,11114.52
272,108,863,1570,5,93186.2
273,108,1604,400,3,60002.33
274,108,1539,1775,5,83520.02
275,109,72,8,2,98604.54
276,110,937,1711,4,27344.69
277,111,758,1674,3,102467.67
278,112,897,41,1,87162.37
279,112,1709,1992,4,2857.46
280,112,153,189,1,77980.94
281,112,679,1326,4,27909.61
282,113,1777,185,2,38721.63
283,113,178,4,4,64025.3
284,113,1452,206,4,21207.95
285,114,1582,86,5,47098.42
286,114,1267,753,5,31700.1
287,114,962,881,4,94140.12
288,115,1135,1095,5,27636.34
289,115,289,830,2,13946.66
290,115,774,941,1,58299.75
291,116,1143,1302,5,37015.92
292,116,1138,1084,4,47789.88
293,116,1066,149,3,49551.49
294,116,1839,1645,5,93356.69
295,117,929,1167,4,13164.55
296,117,1729,48,5,29548.76
297,117,159,46,1,49401.29
298,118,931,1293,5,40103.76
299,118,1740,1702,2,70183.94
300,118,1974,620,1,9621.89
301,119,1559,1933,5,57761.04
302,120,1927,1606,4,487.2
303,120,150,1046,3,79840.01
304,121,944,997,4,46541.12
305,122,1375,1532,2,54883.22
306,123,1234,198,5,25299.76
307,123,379,1710,5,82834.71
308,123,1606,189,5,24705.37
309,123,153,825,2,87638.78
310,124,334,1236,4,50724.72
311,124,289,1204,1,14170.73
312,125,1477,546,2,73704.43
313,125,1498,1134,3,95403.52
314,125,751,764,4,101375.0
315,126,654,892,5,6120.05
316,127,259,1782,3,35309.35
317,127,1730,1,5,9161.34
318,128,130,1295,4,65328.51
319,129,840,109,4,10745.45
320,129,564,1695,2,14989.74
321,129,1947,1771,4,88869.96
322,130,1884,1252,3,97629.25
323,130,1147,1814,3,58277.66
324,131,995,1066,5,62525.26
325,132,1469,185,2,12770.48
326,132,927,149,4,61099.3
327,132,493,1111,3,33668.32
328,133,121,1611,3,30168.85
329,134,188,238,5,15693.21
330,135,1251,365,4,13882.73
331,136,1672,1346,1,43598.31
332,137,166,1524,3,71665.8
333,137,1531,1674,4,50735.48
334,137,1803,1167,2,25244.45
335,137,90,68,4,64346.6
336,138,1216,10,4,89260.26
337,138,643,1435,1,74325.01
338,138,1394,1176,3,94893.37
339,138,31,671,3,1253.97
340,139,1634,1069,4,62921.51
341,139,1163,1138,5,51346.96
342,140,706,572,4,61029.56
343,140,270,847,1,90663.34
344,140,1219,1625,5,66871.78
345,140,527,972,2,80847.23
346,141,437,1847,1,22515.42
347,142,93,1587,5,24809.35
348,142,315,826,2,12352.8
349,142,721,141,4,57900.42
350,143,1989,1605,3,53898.17
351,143,1806,1074,2,35557.42
352,144,862,124,4,34886.69
353,144,1086,1118,4,85141.04
354,145,918,449,3,5825.07
355,145,397,1907,5,92048.12
356,145,1205,1121,3,12276.91
357,145,1123,652,2,80545.06
358,146,832,1107,1,47869.36
359,146,1874,109,4,12916.36
360,146,283,1899,3,81422.55
361,147,738,722,1,18205.45
362,147,920,814,2,33885.97
363,147,1270,375,1,29281.46
364,147,688,1108,3,21957.32
365,148,220,1289,3,31956.13
366,148,88,1365,5,10499.96
367,148,1011,479,1,79794.43
368,149,948,1596,5,6706.73
369,150,1231,1407,1,5598.38
370,151,1443,1397,4,1394.41
371,151,1931,1440,2,56950.92
372,151,912,49,4,17508.58
373,152,1883,1675,3,75748.97
374,152,479,171,2,6059.16
375,152,646,1829,1,11397.94
376,153,897,643,5,85377.1
377,153,1846,1971,1,12344.86
378,154,1556,104,1,43791.96
379,154,1664,691,2,18644.03
380,154,1433,1906,2,72165.74
381,154,1883,711,5,67635.53
382,155,66,90,4,57183.84
383,155,898,908,2,105616.05
384,155,579,950,5,79725.22
385,156,1451,1381,3,60833.75
386,156,1522,1871,2,25576.1
387,156,1209,1699,1,10391.39
388,157,590,443,3,95052.96
389,157,1961,25,2,29816.02
390,157,1388,1186,1,68728.02
391,157,1274,714,2,367.32
392,158,878,1038,5,39983.61
393,158,94,1558,3,1414.04
394,159,1284,193,2,17267.8
395,159,1257,690,5,29227.49
396,159,1864,357,5,34128.36
397,160,1863,1405,5,64866.91
398,160,766,94,3,53043.18
399,161,122,835,4,79091.15
400,162,1320,40,4,62099.41
401,163,151,1120,4,25662.66
402,164,539,1834,2,33430.75
403,164,91,1026,3,3970.93
404,164,1594,257,2,27238.47
405,164,1425,1168,3,91540.68
406,165,1766,6,4,86349.33
407,165,461,773,2,66190.69
408,165,43,17,2,31405.5
409,166,1697,1011,2,44482.79
410,166,23,642,3,66474.09
411,166,150,802,2,67317.58
412,167,1101,126,2,60333.01
413,167,522,1173,2,26859.06
414,167,377,454,3,53883.5
415,167,1193,196,1,609.12
416,168,1171,82,4,67335.12
417,169,730,501,1,98926.59
418,170,1046,311,1,62137.59
419,170,519,805,4,82116.92
420,170,498,279,5,35296.93
421,170,29,577,3,41510.38
422,171,685,1140,5,37659.39
423,171,1545,1756,5,86679.51
424,171,1795,180,2,84034.77
425,171,1153,1216,4,16458.53
426,172,96,493,4,62286.19
427,172,473,1807,2,91494.26
428,172,1953,1812,2,91421.78
429,172,1727,725,5,20912.29
430,173,947,51,5,66794.69
431,173,949,1859,4,26184.29
432,173,1823,1641,3,69980.14
433,174,1462,1128,1,56832.0
434,174,1540,884,2,33835.93
435,175,139,1858,5,48011.25
436,175,723,1070,5,89192.77
437,176,1406,750,5,35836.18
438,177,1583,230,5,46869.0
439,178,681,168,5,19722.75
440,178,1127,1166,4,25546.83
441,178,1128,964,2,67698.12
442,179,782,1139,5,25185.16
443,180,1537,1584,3,34531.08
444,181,1096,1237,2,58850.96
445,181,1568,769,5,95921.92
446,181,1656,1042,5,85249.64
447,181,1433,354,5,61601.98
448,182,1775,197,5,38109.71
449,182,110,1480,4,82496.65
450,182,1347,111,2,82753.17
451,183,1100,1898,2,10526.46
452,183,262,1937,2,66169.4
453,183,1281,182,3,86979.78
454,184,1342,270,5,25301.66
455,184,433,136,4,17440.73
456,184,1498,1960,3,92978.32
457,185,1436,1379,2,20699.08
458,185,21,1505,1,30350.63
459,186,104,1920,2,11082.7
460,186,568,269,2,13677.11
461,187,736,1425,1,11766.05
462,187,1742,1471,2,17647.86
463,187,1906,1591,2,19977.74
464,187,261,856,3,55168.23
465,188,520,1398,1,14069.65
466,188,811,1625,5,13264.56
467,188,404,1697,4,90215.16
468,188,6,729,4,61836.25
469,189,1252,1101,2,78745.79
470,190,1401,47,2,78068.68
471,191,852,1399,1,22758.12
472,192,1772,1936,2,53270.49
473,192,1246,1958,5,3884.73
474,192,84,1934,1,44902.32
475,192,1763,1725,5,25024.83
476,193,1270,793,4,26115.36
477,194,1642,1779,2,102545.88
478,195,998,752,4,1414.96
479,195,29,755,4,40402.97
480,195,1027,1859,4,89974.28
481,195,115,1543,1,56470.3
482,196,1905,1049,4,812.77
483,196,314,124,3,52114.79
484,196,173,1595,3,82168.93
485,196,1169,75,4,33456.53
486,197,403,1578,2,82985.82
487,197,1403,1163,4,60928.45
488,197,628,620,5,42889.94
489,197,1239,930,2,29612.62
490,198,790,889,1,14297.92
491,198,276,1984,2,68084.37
492,199,1363,1514,3,42702.61
493,199,282,1137,3,4071.88
494,199,1884,310,1,92887.25
495,199,1698,1742,5,84965.45
496,200,1094,1506,4,87498.21
497,201,1516,1276,4,79709.66
498,202,1484,1859,1,91746.95
499,202,638,1170,4,79891.89
500,203,1147,1649,2,73378.33
501,203,694,1475,3,60313.22
502,204,1821,1366,1,31891.21
503,204,749,484,2,30624.8
504,205,1945,72,2,48957.17
505,205,1670,1447,3,10391.46
506,206,831,547,3,24697.48
507,206,58,1595,4,47659.19
508,206,766,1155,3,54603.94
509,206,1473,1631,4,48328.39
510,207,1479,1847,3,26444.64
511,207,1582,739,2,45003.55
512,207,1931,1156,4,70085.61
513,208,805,1492,5,86856.23
514,208,792,783,1,66449.41
515,208,1908,1856,3,73294.72
516,209,703,758,1,6104.4
517,209,585,1861,1,70215.46
518,210,1041,700,2,100853.56
519,210,180,1221,2,32949.05
520,210,1669,1926,3,54340.99
521,211,619,232,2,44497.18
522,211,1730,1782,3,9479.34
523,211,915,754,5,97934.64
524,211,373,545,2,41068.43
525,212,108,543,5,77489.08
526,212,1368,508,2,21306.63
527,212,1954,1673,1,12115.85
528,213,1815,1472,1,82718.48
529,213,633,846,2,10122.34
530,213,438,938,2,70077.95
531,214,62,1094,1,88896.94
532,215,1884,1909,1,79229.69
533,215,343,1495,5,45866.23
534,215,291,1877,5,14928.26
535,216,429,1671,3,66441.23
536,216,743,361,4,90570.64
537,217,532,1333,4,65336.46
538,217,547,1019,2,8885.24
539,217,1729,336,1,33243.66
540,217,1394,842,3,102403.3
541,218,456,911,4,59570.22
542,218,1854,1183,4,62489.86
543,219,833,959,1,39700.64
544,219,386,1866,1,41169.52
545,219,400,96,3,52422.22
546,220,1910,1900,3,82807.44
547,220,1100,1064,1,10231.97
548,220,129,1886,2,50088.38
549,220,51,1398,2,26306.81
550,221,634,382,3,80040.92
551,222,246,55,5,2662.62
552,222,872,1982,5,93254.57
553,223,1576,1882,2,68892.09
554,224,1013,337,1,17957.62
555,225,775,709,3,65549.65
556,225,1275,1062,4,29135.78
557,226,1231,1321,2,6283.16
558,227,1606,1473,3,26228.68
559,227,505,722,2,41987.45
560,227,705,304,2,88701.36
561,227,262,1420,4,69376.9
562,228,1831,1236,5,85191.51
563,228,1070,589,3,55361.86
564,229,1602,462,2,53932.73
565,229,726,875,1,43534.72
566,230,962,814,1,102703.86
567,231,94,1244,4,1709.35
568,231,1048,248,5,87575.51
569,231,384,1700,2,79996.01
570,231,797,203,1,54048.73
571,232,812,726,5,17503.48
572,232,205,1972,5,16608.99
573,233,1447,1974,4,100461.28
574,233,184,1725,4,48965.42
575,234,1094,1597,4,78029.1
576,234,1761,665,4,21372.59
577,234,529,269,2,70986.64
578,235,1415,291,2,94427.45
579,235,313,1042,1,67858.41
580,236,520,1148,5,13355.16
581,236,316,1671,2,62235.83
582,236,709,1963,3,79033.0
583,237,375,692,2,58997.47
584,237,1682,101,4,76442.45
585,237,1820,1838,4,9313.21
586,237,1266,502,1,53699.17
587,238,1089,114,3,9408.04
588,239,565,13,4,47840.48
589,239,215,470,5,70459.82
590,239,1696,1582,1,39713.52
591,239,484,664,2,39156.36
592,240,451,1587,4,66748.71
593,241,1042,1607,3,68941.56
594,242,1170,1475,4,41348.62
595,242,1697,791,1,37671.08
596,243,1620,741,3,62059.15
597,243,976,149,2,82326.31
598,243,93,1352,1,23004.19
599,244,1476,1160,3,1630.83
600,244,549,557,1,16648.73
601,244,148,1374,1,85733.99
602,244,159,770,5,61316.57
603,245,924,733,2,82942.49
604,245,1121,1646,1,13137.82
605,245,1018,38,3,55990.98
606,246,1366,146,5,88280.54
607,246,31,1017,1,1222.49
608,247,307,630,1,30931.92
609,248,1540,881,5,36781.09
610,248,1468,1090,5,22707.55
611,249,75,972,2,54978.94
612,249,1160,874,4,51292.76
613,249,1956,474,1,9661.67
614,249,1072,1578,2,28015.04
615,250,1383,1965,3,60202.26
616,250,1566,1974,5,71283.16
617,250,58,974,5,42184.73
618,250,943,486,2,41627.0
619,251,416,188,4,84209.78
620,251,237,386,1,107582.25
621,251,1235,1377,5,4319.26
622,252,478,297,1,49512.93
623,252,256,1201,1,79314.78
624,253,1587,715,4,96172.8
625,254,580,935,3,11225.77
626,254,1154,1457,1,50136.9
627,254,1311,862,5,89055.66
628,255,634,1562,4,80730.81
629,255,1116,610,5,37997.19
630,255,1363,922,3,42151.47
631,256,860,1672,2,32285.27
632,257,874,527,3,39114.56
633,257,1415,833,2,82040.71
634,257,70,1432,2,42299.58
635,258,1206,1514,4,14809.88
636,259,1263,904,1,53350.1
637,259,382,1301,5,85499.47
638,259,1972,282,5,51761.55
639,259,952,457,3,66687.94
640,260,1216,17,2,91984.17
641,260,955,226,2,73771.19
642,260,1473,948,4,51799.72
643,261,614,644,5,81898.63
644,261,481,1075,5,27804.53
645,261,161,1722,5,30933.27
646,261,1748,1253,4,58686.52
647,262,848,508,3,89874.99
648,262,1347,1544,3,89527.64
649,262,891,1930,3,47557.55
650,263,1453,150,3,37261.92
651,263,528,811,5,80178.97
652,263,1609,1207,2,76253.57
653,264,1708,1935,3,38416.83
654,264,1446,924,3,23958.55
655,265,1797,36,5,12944.34
656,265,840,1714,5,10744.43
657,265,541,460,1,80367.73
658,266,263,1482,2,59748.71
659,266,1240,1371,5,67672.17
660,266,1481,1808,5,79823.89
661,266,977,1913,3,48448.6
662,267,213,17,5,91128.17
663,267,1982,126,2,33713.17
664,268,1560,618,5,65309.56
665,268,89,588,4,88626.6
666,268,981,968,5,17422.42
667,268,670,1593,2,64539.25
668,269,88,619,3,11894.17
669,270,782,304,5,26493.89
670,270,1903,112,1,12635.05
671,270,132,1510,3,20302.82
672,271,418,1503,4,36370.37
673,272,1771,1219,4,83598.14
674,272,730,1193,3,98701.1
675,272,1083,1720,4,32782.67
676,272,1448,1138,4,69893.05
677,273,1890,1175,5,29108.77
678,274,535,1446,3,86152.02
679,275,532,671,4,71764.31
680,275,1425,174,1,89467.87
681,276,99,608,2,5832.21
682,276,1813,835,2,87497.61
683,276,420,1518,2,18193.67
684,277,400,937,3,44560.31
685,277,635,833,2,6495.65
686,278,617,476,4,3999.65
687,279,1034,1641,4,75867.85
688,279,1519,1107,1,81810.2
689,279,1420,1621,3,32746.31
690,279,1382,1838,2,49927.35
691,280,782,1965,1,25978.74
692,280,1543,1649,1,58149.16
693,280,1194,1992,4,38693.78
694,281,132,386,1,21434.51
695,281,954,1724,3,45117.24
696,281,540,468,5,72478.71
697,282,1940,332,5,34970.21
698,282,97,575,4,77537.4
699,282,335,372,4,98877.29
700,283,408,274,5,34915.62
701,283,412,1278,2,71747.42
702,284,276,677,4,74004.77
703,285,442,419,1,82305.86
704,286,405,837,4,10427.32
705,286,520,1504,1,15294.18
706,287,1605,1671,1,11219.77
707,287,935,875,2,31624.26
708,287,748,1249,5,29754.1
709,287,1911,1667,3,8090.12
710,288,356,570,3,48682.75
711,289,1929,1851,2,4388.37
712,290,1672,482,1,42445.87
713,290,999,1468,2,34368.57
714,290,350,1107,3,36829.14
715,291,187,931,2,104400.75
716,292,600,1805,3,13254.49
717,292,107,1668,4,14577.64
718,293,1353,948,1,47085.64
719,293,1809,976,4,84676.19
720,293,1120,534,4,640.12
721,294,1896,103,4,76543.95
722,294,541,1110,2,79230.68
723,295,316,1289,2,65032.99
724,295,1616,1787,1,15062.54
725,295,1388,649,5,69477.28
726,295,961,1958,5,6950.14
727,296,790,1094,3,16856.09
728,296,808,1874,5,24919.38
729,296,1553,302,2,81784.2
730,297,925,1576,1,75977.21
731,297,1175,205,2,59034.06
732,298,245,1088,4,61140.79
733,299,483,1428,3,48495.5
734,300,1654,103,1,41574.89
735,300,1881,102,4,82835.83
736,300,1522,74,2,25147.38
737,300,1258,722,1,79235.89
738,301,1423,1226,3,56443.78
739,301,727,1838,1,73878.19
740,301,365,354,2,56333.93
741,302,1937,512,2,95912.7
742,302,795,373,2,34343.11
743,302,1533,1756,3,71828.34
744,302,522,232,4,26542.23
745,303,1404,1211,4,103245.96
746,303,1661,394,2,25898.11
747,303,534,4,5,19681.06
748,304,2000,603,3,49513.98
749,304,594,1854,1,11552.05
750,305,1042,678,1,62274.53
751,305,1228,43,2,7907.14
752,305,1189,767,5,22356.93
753,305,1890,1569,5,32857.2
754,306,1254,1569,3,81751.67
755,307,1018,1851,2,59576.53
756,307,528,1300,2,65950.46
757,307,1278,1798,5,85334.62
758,307,1438,849,2,88550.17
759,308,1887,1628,2,65323.32
760,308,1020,735,5,26166.06
761,308,972,857,1,40603.03
762,308,654,716,5,6045.94
763,309,57,756,5,98558.02
764,309,1340,323,2,84745.82
765,310,147,661,4,7986.77
766,311,1212,647,5,12656.16
767,311,651,893,2,4881.6
768,312,1323,353,5,81348.31
769,312,837,1361,2,31016.1
770,313,156,1277,5,36569.92
771,313,687,1370,5,35222.95
772,313,1359,399,2,73190.54
773,313,531,457,5,32794.32
774,314,90,559,5,72940.39
775,315,1443,322,1,1703.22
776,315,1753,172,2,41616.21
777,316,1946,1698,2,70638.9
778,317,1535,1358,1,67591.76
779,317,607,1103,2,104818.78
780,317,1048,1113,4,81931.19
781,318,611,1564,5,63359.31
782,318,1831,670,3,94295.44
783,318,18,120,4,61187.5
784,318,213,626,2,100408.63
785,319,88,1628,4,10727.68
786,320,906,501,3,32194.13
787,320,1308,1590,4,14489.81
788,320,1075,578,4,62200.05
789,320,984,1588,1,96952.1
790,321,446,1349,2,83171.46
791,321,607,289,4,103319.63
792,322,154,375,1,90807.94
793,322,396,131,1,61925.97
794,323,1090,1992,1,78239.06
795,323,445,995,5,16290.63
796,323,1630,1164,1,72251.31
797,324,315,1205,5,12078.98
798,324,1691,1256,3,80103.21
799,324,1558,1079,1,8265.21
800,324,833,1053,2,39694.07
801,325,117,450,4,33363.25
802,326,1511,1410,2,49781.19
803,327,12,713,2,83921.01
804,328,397,387,1,80268.36
805,328,1115,1294,1,37872.88
806,328,812,368,3,17609.84
807,329,1127,4,3,24690.43
808,329,1454,332,4,32171.63
809,330,1352,1157,5,40790.59
810,330,1595,924,4,34741.28
811,331,336,894,2,93709.31
812,331,1685,364,5,62193.37
813,331,937,424,5,25402.27
814,331,1549,790,2,54417.76
815,332,835,1036,3,27686.49
816,332,1844,1809,5,89438.62
817,332,1530,1537,4,40285.85
818,332,171,932,1,71872.01
819,333,1977,2,1,27241.72
820,333,1592,1360,5,15610.3
821,333,223,412,2,60132.89
822,334,204,1108,5,100514.55
823,334,1379,459,3,33934.03
824,335,1510,130,5,11530.08
825,335,1229,1451,1,38866.79
826,335,1492,1835,4,55732.33
827,335,1754,195,1,83396.04
828,336,1691,13,5,79040.9
829,336,1192,1754,3,30080.23
830,336,343,154,5,42060.19
831,337,1959,1881,5,37197.47
832,337,840,722,5,11489.53
833,337,240,1748,5,42016.96
834,337,944,1109,3,47287.09
835,338,365,1467,2,65230.52
836,338,1505,772,3,42485.82
837,338,1384,1684,4,57746.75
838,338,35,1565,2,33726.57
839,339,1178,284,3,87648.4
840,339,1699,631,5,80296.81
841,339,193,1159,2,17844.22
842,340,1234,1375,4,25022.1
843,340,559,19,4,43776.76
844,341,1187,1245,1,28892.64
845,341,1765,1285,4,53047.02
846,342,867,1566,4,47273.65
847,342,1209,812,4,10311.37
848,342,624,8,5,103184.02
849,342,129,937,3,52695.52
850,343,523,1266,5,84503.02
851,343,1146,565,1,8637.5
852,343,721,397,5,56680.75
853,343,1405,1735,3,32028.72
854,344,497,1063,3,29819.98
855,344,592,1502,5,72142.73
856,344,1719,1093,1,50629.05
857,344,939,600,5,66728.87
858,345,594,1623,5,11121.53
859,345,648,1311,5,39192.82
860,345,21,1794,1,32063.53
861,346,243,1818,1,49428.52
862,346,1712,286,4,3829.12
863,347,594,126,1,13220.7
864,347,1133,367,3,29617.99
865,347,1233,518,3,27635.1
866,347,1847,1578,2,28590.57
867,348,1792,1648,1,29858.73
868,348,1364,625,5,80692.18
869,349,537,218,5,11096.26
870,349,1707,1773,2,33039.29
871,349,1751,1896,4,5587.83
